agent_id,scaffold,model,benchmark,n_tasks,n_correct,total_cost,date,run_id,source_file,accuracy
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,gaia,165,60,29.2678325,2025-04-15,gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872,gaia_hal_generalist_agent_deepseekaideepseekv3_1744673872_UPLOAD.zip,0.36363636363636365
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,scicode,65,0,219.36304,2025-04-26,scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054,scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054_UPLOAD.zip,0.0
HAL Generalist Agent__together_ai/deepseek-ai/DeepSeek-V3__scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235,HAL Generalist Agent,together_ai/deepseek-ai/DeepSeek-V3,scienceagentbench,102,1,55.73207500000001,2025-05-01,scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235,scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235_UPLOAD.zip,0.00980392156862745
HAL Generalist__claude-3-7-sonnet-20250219__swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,HAL Generalist,claude-3-7-sonnet-20250219,swebench_verified_mini,50,19,76.805826,2025-11-09,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420,swebench_verified_mini_hal_generalist_claude37sonnet20250219_1754345420_UPLOAD.zip,0.38
HAL Generalist__claude-haiku-4-5-20251001__swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878,HAL Generalist,claude-haiku-4-5-20251001,swebench_verified_mini,50,22,65.309217,2025-11-05,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762352878_UPLOAD.zip,0.44
HAL Generalist__claude-haiku-4-5-20251001__swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995,HAL Generalist,claude-haiku-4-5-20251001,swebench_verified_mini,49,12,87.219172,2025-11-06,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995,swebench_verified_mini_hal_generalist_claudehaiku4520251001_1762392995_UPLOAD.zip,0.24489795918367346
HAL Generalist__claude-opus-4-1-20250805__swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398,HAL Generalist,claude-opus-4-1-20250805,swebench_verified_mini,50,28,399.926355,2025-11-09,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755656398_UPLOAD.zip,0.56
HAL Generalist__claude-opus-4-1-20250805__swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864,HAL Generalist,claude-opus-4-1-20250805,swebench_verified_mini,50,26,477.64779,2025-11-09,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864,swebench_verified_mini_hal_generalist_claudeopus4120250805_1755678864_UPLOAD.zip,0.52
HAL Generalist__claude-opus-4-20250514__swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422,HAL Generalist,claude-opus-4-20250514,swebench_verified_mini,50,15,403.4175,2025-08-04,swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422,swebench_verified_mini_hal_generalist_claudeopus420250514_1754322422_UPLOAD.zip,0.3
HAL Generalist__claude-opus-4-20250514__swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480,HAL Generalist,claude-opus-4-20250514,swebench_verified_mini,50,17,382.39359,2025-08-17,swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480,swebench_verified_mini_hal_generalist_claudeopus420250514_1755353480_UPLOAD.zip,0.34
HAL Generalist__claude-sonnet-4-5-20250929__swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616,HAL Generalist,claude-sonnet-4-5-20250929,swebench_verified_mini,50,20,95.970405,2025-11-06,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762371616_UPLOAD.zip,0.4
HAL Generalist__claude-sonnet-4-5-20250929__swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198,HAL Generalist,claude-sonnet-4-5-20250929,swebench_verified_mini,50,17,128.190291,2025-11-06,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198,swebench_verified_mini_hal_generalist_claudesonnet4520250929_1762442198_UPLOAD.zip,0.34
HAL Generalist__gpt-5-2025-08-07__swebench_verified_mini_hal_generalist_gpt520250807_1755463923,HAL Generalist,gpt-5-2025-08-07,swebench_verified_mini,50,7,45.087038500000006,2025-11-09,swebench_verified_mini_hal_generalist_gpt520250807_1755463923,swebench_verified_mini_hal_generalist_gpt520250807_1755463923_UPLOAD.zip,0.14
HAL-Generalist-Agent__anthropic/claude-sonnet-4-5__corebench_hard_halgeneralistagentclaudesonnet45_1759433359,HAL-Generalist-Agent,anthropic/claude-sonnet-4-5,corebench_hard,45,15,85.188974,2025-10-02,corebench_hard_halgeneralistagentclaudesonnet45_1759433359,corebench_hard_halgeneralistagentclaudesonnet45_1759433359_UPLOAD.zip,0.3333333333333333
HAL-Generalist-Agent__anthropic/claude-sonnet-4-5__corebench_hard_halgeneralistagentclaudesonnet45high_1759423572,HAL-Generalist-Agent,anthropic/claude-sonnet-4-5,corebench_hard,45,13,87.774936,2025-10-02,corebench_hard_halgeneralistagentclaudesonnet45high_1759423572,corebench_hard_halgeneralistagentclaudesonnet45high_1759423572_UPLOAD.zip,0.28888888888888886
HF Open Deep Research__claude-3-7-sonnet-20250219__gaia_hf_open_deep_research_claude37sonnet20250219_1745000974,HF Open Deep Research,claude-3-7-sonnet-20250219,gaia,165,61,415.151697,2025-04-19,gaia_hf_open_deep_research_claude37sonnet20250219_1745000974,gaia_hf_open_deep_research_claude37sonnet20250219_1745000974_UPLOAD.zip,0.3696969696969697
HF Open Deep Research__claude-3-7-sonnet-20250219__gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901,HF Open Deep Research,claude-3-7-sonnet-20250219,gaia,165,59,113.646582,2025-04-25,gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901,gaia_hf_open_deep_research_claude37sonnet20250219_high_1745539901_UPLOAD.zip,0.3575757575757576
HF Open Deep Research__gemini/gemini-2.0-flash__gaia_hf_open_deep_research_gemini20flash_1744843220,HF Open Deep Research,gemini/gemini-2.0-flash,gaia,165,32,18.8174954,2025-04-17,gaia_hf_open_deep_research_gemini20flash_1744843220,gaia_hf_open_deep_research_gemini20flash_1744843220_UPLOAD.zip,0.19393939393939394
HF Open Deep Research__gpt-4.1-2025-04-14__gaia_hf_open_deep_research_gpt4120250414_1744843595,HF Open Deep Research,gpt-4.1-2025-04-14,gaia,165,83,109.87662,2025-04-17,gaia_hf_open_deep_research_gpt4120250414_1744843595,gaia_hf_open_deep_research_gpt4120250414_1744843595_UPLOAD.zip,0.503030303030303
HF Open Deep Research__gpt-5-2025-08-07__gaia_hf_open_deep_research_gpt520250807_1754605128,HF Open Deep Research,gpt-5-2025-08-07,gaia,164,103,359.82547500000004,2025-08-09,gaia_hf_open_deep_research_gpt520250807_1754605128,gaia_hf_open_deep_research_gpt520250807_1754605128_UPLOAD.zip,0.6280487804878049
HF Open Deep Research__o3-2025-04-16__gaia_hf_open_deep_research_o320250416_1745876880,HF Open Deep Research,o3-2025-04-16,gaia,165,54,681.9689200000001,2025-04-29,gaia_hf_open_deep_research_o320250416_1745876880,gaia_hf_open_deep_research_o320250416_1745876880_UPLOAD.zip,0.32727272727272727
HF Open Deep Research__o3-mini-2025-01-31__gaia_hf_open_deep_research_o3mini20250131_high_1744843485,HF Open Deep Research,o3-mini-2025-01-31,gaia,165,30,57.240053200000006,2025-04-16,gaia_hf_open_deep_research_o3mini20250131_high_1744843485,gaia_hf_open_deep_research_o3mini20250131_high_1744843485_UPLOAD.zip,0.18181818181818182
HF Open Deep Research__o4-mini-2025-04-16__gaia_hf_open_deep_research_o4mini20250416_high_1744923206,HF Open Deep Research,o4-mini-2025-04-16,gaia,165,92,184.8657316,2025-04-18,gaia_hf_open_deep_research_o4mini20250416_high_1744923206,gaia_hf_open_deep_research_o4mini20250416_high_1744923206_UPLOAD.zip,0.5575757575757576
HF Open Deep Research__o4-mini-2025-04-16__gaia_hf_open_deep_research_o4mini20250416_low_1744921254,HF Open Deep Research,o4-mini-2025-04-16,gaia,165,79,80.79979600000001,2025-04-17,gaia_hf_open_deep_research_o4mini20250416_low_1744921254,gaia_hf_open_deep_research_o4mini20250416_low_1744921254_UPLOAD.zip,0.47878787878787876
HF Open Deep Research__openrouter/anthropic/claude-opus-4.1__gaia_hf_open_deep_research_claudeopus41_1755030930,HF Open Deep Research,openrouter/anthropic/claude-opus-4.1,gaia,165,47,1306.854915,2025-08-13,gaia_hf_open_deep_research_claudeopus41_1755030930,gaia_hf_open_deep_research_claudeopus41_1755030930_UPLOAD.zip,0.28484848484848485
HF Open Deep Research__openrouter/anthropic/claude-opus-4.1__gaia_hf_open_deep_research_claudeopus41_high_1755092997,HF Open Deep Research,openrouter/anthropic/claude-opus-4.1,gaia,165,42,1473.637935,2025-08-14,gaia_hf_open_deep_research_claudeopus41_high_1755092997,gaia_hf_open_deep_research_claudeopus41_high_1755092997_UPLOAD.zip,0.2545454545454545
HF Open Deep Research__openrouter/anthropic/claude-opus-4__gaia_hf_open_deep_research_claudeopus4_1754425534,HF Open Deep Research,openrouter/anthropic/claude-opus-4,gaia,165,95,1686.07356,2025-08-07,gaia_hf_open_deep_research_claudeopus4_1754425534,gaia_hf_open_deep_research_claudeopus4_1754425534_UPLOAD.zip,0.5757575757575758
HF Open Deep Research__together_ai/deepseek-ai/DeepSeek-R1__gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690,HF Open Deep Research,together_ai/deepseek-ai/DeepSeek-R1,gaia,165,41,143.077684,2025-04-17,gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690,gaia_hf_open_deep_research_deepseekaideepseekr1_1744851690_UPLOAD.zip,0.24848484848484848
HF Open Deep Research__together_ai/deepseek-ai/DeepSeek-V3__gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680,HF Open Deep Research,together_ai/deepseek-ai/DeepSeek-V3,gaia,165,47,76.6392025,2025-04-17,gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680,gaia_hf_open_deep_research_deepseekaideepseekv3_1744851680_UPLOAD.zip,0.28484848484848485
Hal Generalist Agent Opus 4.5 high__claude-opus-4-5-20251101__corebench_hard_hal_generalist_agent_opus_45_high_1764046628,Hal Generalist Agent Opus 4.5 high,claude-opus-4-5-20251101,corebench_hard,45,14,112.3781325,2025-11-25,corebench_hard_hal_generalist_agent_opus_45_high_1764046628,corebench_hard_hal_generalist_agent_opus_45_high_1764046628_UPLOAD.zip,0.3111111111111111
Hal Generalist Agent Opus 4.5__claude-opus-4-5-20251101__corebench_hard_hal_generalist_agent_opus_45_1764046559,Hal Generalist Agent Opus 4.5,claude-opus-4-5-20251101,corebench_hard,45,15,127.40722,2025-11-25,corebench_hard_hal_generalist_agent_opus_45_1764046559,corebench_hard_hal_generalist_agent_opus_45_1764046559_UPLOAD.zip,0.3333333333333333
Hal Generalist Agent__gemini/gemini-2.0-flash__corebench_hard_hal_generalist_agentgemini20flash_1755839828,Hal Generalist Agent,gemini/gemini-2.0-flash,corebench_hard,45,2,7.055404800000001,2025-08-22,corebench_hard_hal_generalist_agentgemini20flash_1755839828,corebench_hard_hal_generalist_agentgemini20flash_1755839828_UPLOAD.zip,0.044444444444444446
Hal Generalist Agent__gpt-4.1-2025-04-14__assistantbench_hal_generalist_agent_gpt4120250414_1746216493,Hal Generalist Agent,gpt-4.1-2025-04-14,assistantbench,33,3,10.834879999999998,2025-07-31,assistantbench_hal_generalist_agent_gpt4120250414_1746216493,assistantbench_hal_generalist_agent_gpt4120250414_1746216493_UPLOAD.zip,0.09090909090909091
Hal Generalist Agent__gpt-4.1-2025-04-14__scicode_hal_generalist_agent_gpt4120250414_1745597325,Hal Generalist Agent,gpt-4.1-2025-04-14,scicode,65,1,73.86541199999999,2025-04-27,scicode_hal_generalist_agent_gpt4120250414_1745597325,scicode_hal_generalist_agent_gpt4120250414_1745597325_UPLOAD.zip,0.015384615384615385
Hal Generalist Agent__openai/o3-2025-04-16__assistantbench_hal_generalist_agent_o320250416_1746219524,Hal Generalist Agent,openai/o3-2025-04-16,assistantbench,33,0,30.93022,2025-07-31,assistantbench_hal_generalist_agent_o320250416_1746219524,assistantbench_hal_generalist_agent_o320250416_1746219524_UPLOAD.zip,0.0
Hal Generalist Agent__openai/o3-2025-04-16__scicode_hal_generalist_agent_o320250416_1745625091,Hal Generalist Agent,openai/o3-2025-04-16,scicode,65,4,291.49574,2025-04-27,scicode_hal_generalist_agent_o320250416_1745625091,scicode_hal_generalist_agent_o320250416_1745625091_UPLOAD.zip,0.06153846153846154
Hal Generalist Agent__openai/o3-2025-04-16__scicode_hal_generalist_agent_o320250416_1750127070,Hal Generalist Agent,openai/o3-2025-04-16,scicode,65,2,334.88384,2025-06-17,scicode_hal_generalist_agent_o320250416_1750127070,scicode_hal_generalist_agent_o320250416_1750127070_UPLOAD.zip,0.03076923076923077
Hal Generalist Agent__openai/o4-mini-2025-04-16__assistantbench_hal_generalist_agent_o4mini20250416_1746216959,Hal Generalist Agent,openai/o4-mini-2025-04-16,assistantbench,33,1,5.900378,2025-07-31,assistantbench_hal_generalist_agent_o4mini20250416_1746216959,assistantbench_hal_generalist_agent_o4mini20250416_1746216959_UPLOAD.zip,0.030303030303030304
Hal Generalist Agent__openai/o4-mini-2025-04-16__assistantbench_hal_generalist_agent_o4mini20250416_high_1746217844,Hal Generalist Agent,openai/o4-mini-2025-04-16,assistantbench,33,2,8.8374924,2025-07-31,assistantbench_hal_generalist_agent_o4mini20250416_high_1746217844,assistantbench_hal_generalist_agent_o4mini20250416_high_1746217844_UPLOAD.zip,0.06060606060606061
Hal Generalist Agent__openai/o4-mini-2025-04-16__assistantbench_hal_generalist_agent_o4mini20250416_low_1746217634,Hal Generalist Agent,openai/o4-mini-2025-04-16,assistantbench,33,1,2.1096856,2025-07-31,assistantbench_hal_generalist_agent_o4mini20250416_low_1746217634,assistantbench_hal_generalist_agent_o4mini20250416_low_1746217634_UPLOAD.zip,0.030303030303030304
Hal Generalist Agent__openai/o4-mini-2025-04-16__scicode_hal_generalist_agent_o4mini20250416_1745600817,Hal Generalist Agent,openai/o4-mini-2025-04-16,scicode,65,1,87.6864956,2025-04-27,scicode_hal_generalist_agent_o4mini20250416_1745600817,scicode_hal_generalist_agent_o4mini20250416_1745600817_UPLOAD.zip,0.015384615384615385
Hal Generalist Agent__openai/o4-mini-2025-04-16__scicode_hal_generalist_agent_o4mini20250416_high_1745615438,Hal Generalist Agent,openai/o4-mini-2025-04-16,scicode,65,1,92.1022564,2025-04-25,scicode_hal_generalist_agent_o4mini20250416_high_1745615438,scicode_hal_generalist_agent_o4mini20250416_high_1745615438_UPLOAD.zip,0.015384615384615385
Hal Generalist Agent__openai/o4-mini-2025-04-16__scicode_hal_generalist_agent_o4mini20250416_low_1745608137,Hal Generalist Agent,openai/o4-mini-2025-04-16,scicode,65,4,165.90124980000002,2025-04-27,scicode_hal_generalist_agent_o4mini20250416_low_1745608137,scicode_hal_generalist_agent_o4mini20250416_low_1745608137_UPLOAD.zip,0.06153846153846154
Hal Generalist Agent__openrouter/deepseek/deepseek-r1__corebench_hard_hal_generalist_agentdeepseekr1_1757615687,Hal Generalist Agent,openrouter/deepseek/deepseek-r1,corebench_hard,45,1,14.374021,2025-09-11,corebench_hard_hal_generalist_agentdeepseekr1_1757615687,corebench_hard_hal_generalist_agentdeepseekr1_1757615687_UPLOAD.zip,0.022222222222222223
My Agent__claude-3-7-sonnet-20250219__swebench_verified_mini_1744384313,My Agent,claude-3-7-sonnet-20250219,swebench_verified_mini,50,25,489.290568,2025-04-12,swebench_verified_mini_1744384313,swebench_verified_mini_1744384313_UPLOAD.zip,0.5
My Agent__claude-opus-4-20250514__swebench_verified_mini_my_agentclaudeopus420250514_1754199232,My Agent,claude-opus-4-20250514,swebench_verified_mini,50,30,105.965394,2025-10-31,swebench_verified_mini_my_agentclaudeopus420250514_1754199232,swebench_verified_mini_my_agentclaudeopus420250514_1754199232_UPLOAD.zip,0.6
My Agent__gemini/gemini-2.0-flash__swebench_verified_mini_1744505272,My Agent,gemini/gemini-2.0-flash,swebench_verified_mini,49,11,4.718695200000001,2025-11-10,swebench_verified_mini_1744505272,swebench_verified_mini_1744505272_UPLOAD.zip,0.22448979591836735
My Agent__gpt-4o__swebench_verified_mini_1743738168,My Agent,gpt-4o,swebench_verified_mini,48,14,350.71709,2025-04-04,swebench_verified_mini_1743738168,swebench_verified_mini_1743738168_UPLOAD.zip,0.2916666666666667
My Agent__o1__swebench_verified_mini_1743903907,My Agent,o1,swebench_verified_mini,50,20,447.78432,2025-04-06,swebench_verified_mini_1743903907,swebench_verified_mini_1743903907_UPLOAD.zip,0.4
My Agent__o3-2025-04-16__swebench_verified_mini_my_agento320250416_1745453708,My Agent,o3-2025-04-16,swebench_verified_mini,34,22,421.7886600000001,2025-04-24,swebench_verified_mini_my_agento320250416_1745453708,swebench_verified_mini_my_agento320250416_1745453708_UPLOAD.zip,0.6470588235294118
My Agent__o3-mini__swebench_verified_mini_1743879454,My Agent,o3-mini,swebench_verified_mini,46,20,113.3279378,2025-04-06,swebench_verified_mini_1743879454,swebench_verified_mini_1743879454_UPLOAD.zip,0.43478260869565216
My Agent__o3-mini__swebench_verified_mini_1744145062,My Agent,o3-mini,swebench_verified_mini,50,23,182.3031892,2025-04-10,swebench_verified_mini_1744145062,swebench_verified_mini_1744145062_UPLOAD.zip,0.46
My Agent__o3-mini__swebench_verified_mini_1744313672,My Agent,o3-mini,swebench_verified_mini,46,15,64.184692,2025-04-10,swebench_verified_mini_1744313672,swebench_verified_mini_1744313672_UPLOAD.zip,0.32608695652173914
SAB Self-Debug Claude-3-7 high__claude-3-7-sonnet-20250219__scienceagentbench_sab_selfdebug_claude37_high_1744847608,SAB Self-Debug Claude-3-7 high,claude-3-7-sonnet-20250219,scienceagentbench,102,31,11.742204,2025-04-17,scienceagentbench_sab_selfdebug_claude37_high_1744847608,scienceagentbench_sab_selfdebug_claude37_high_1744847608_UPLOAD.zip,0.30392156862745096
SAB Self-Debug Claude-3-7 low__claude-3-7-sonnet-20250219__scienceagentbench_sab_selfdebug_claude37_low_1744830220,SAB Self-Debug Claude-3-7 low,claude-3-7-sonnet-20250219,scienceagentbench,102,26,6.564069,2025-04-16,scienceagentbench_sab_selfdebug_claude37_low_1744830220,scienceagentbench_sab_selfdebug_claude37_low_1744830220_UPLOAD.zip,0.2549019607843137
SAB Self-Debug Claude-3-7__claude-3-7-sonnet-20250219__scienceagentbench_sab_selfdebug_claude37_1744812715,SAB Self-Debug Claude-3-7,claude-3-7-sonnet-20250219,scienceagentbench,102,23,7.118316,2025-04-16,scienceagentbench_sab_selfdebug_claude37_1744812715,scienceagentbench_sab_selfdebug_claude37_1744812715_UPLOAD.zip,0.22549019607843138
SAB Self-Debug Claude-Haiku-4-5 High__claude-haiku-4-5-20251001__scienceagentbench_sab_selfdebug_claudehaiku45_high_1761435103,SAB Self-Debug Claude-Haiku-4-5 High,claude-haiku-4-5-20251001,scienceagentbench,102,24,3.4123590000000004,2025-10-26,scienceagentbench_sab_selfdebug_claudehaiku45_high_1761435103,scienceagentbench_sab_selfdebug_claudehaiku45_high_1761435103_UPLOAD.zip,0.23529411764705882
SAB Self-Debug Claude-Haiku-4-5__claude-haiku-4-5-20251001__scienceagentbench_sab_selfdebug_claudehaiku45_1761449412,SAB Self-Debug Claude-Haiku-4-5,claude-haiku-4-5-20251001,scienceagentbench,102,19,2.663509,2025-10-26,scienceagentbench_sab_selfdebug_claudehaiku45_1761449412,scienceagentbench_sab_selfdebug_claudehaiku45_1761449412_UPLOAD.zip,0.18627450980392157
SAB Self-Debug Claude-Opus-4-1-High__claude-opus-4-1-20250805__scienceagentbench_sab_selfdebug_claudeopus41high_1755438590,SAB Self-Debug Claude-Opus-4-1-High,claude-opus-4-1-20250805,scienceagentbench,102,27,33.75297,2025-08-17,scienceagentbench_sab_selfdebug_claudeopus41high_1755438590,scienceagentbench_sab_selfdebug_claudeopus41high_1755438590_UPLOAD.zip,0.2647058823529412
SAB Self-Debug Claude-Opus-4-1__claude-opus-4-1-20250805__scienceagentbench_sab_selfdebug_claudeopus41_1755385889,SAB Self-Debug Claude-Opus-4-1,claude-opus-4-1-20250805,scienceagentbench,102,28,33.373994999999994,2025-08-17,scienceagentbench_sab_selfdebug_claudeopus41_1755385889,scienceagentbench_sab_selfdebug_claudeopus41_1755385889_UPLOAD.zip,0.27450980392156865
SAB Self-Debug Claude-Sonnet-4-5 High__claude-sonnet-4-5-20250929__scienceagentbench_sab_selfdebug_claudesonnet45_high_1761419019,SAB Self-Debug Claude-Sonnet-4-5 High,claude-sonnet-4-5-20250929,scienceagentbench,102,31,7.472979,2025-10-25,scienceagentbench_sab_selfdebug_claudesonnet45_high_1761419019,scienceagentbench_sab_selfdebug_claudesonnet45_high_1761419019_UPLOAD.zip,0.30392156862745096
SAB Self-Debug Claude-Sonnet-4-5__claude-sonnet-4-5-20250929__scienceagentbench_sab_selfdebug_claudesonnet45_1761249283,SAB Self-Debug Claude-Sonnet-4-5,claude-sonnet-4-5-20250929,scienceagentbench,102,30,7.389501,2025-10-23,scienceagentbench_sab_selfdebug_claudesonnet45_1761249283,scienceagentbench_sab_selfdebug_claudesonnet45_1761249283_UPLOAD.zip,0.29411764705882354
SAB Self-Debug DS-V3__together_ai/deepseek-ai/DeepSeek-V3__scienceagentbench_sab_selfdebug_dsv3_1744757465,SAB Self-Debug DS-V3,together_ai/deepseek-ai/DeepSeek-V3,scienceagentbench,102,16,2.0904475,2025-04-16,scienceagentbench_sab_selfdebug_dsv3_1744757465,scienceagentbench_sab_selfdebug_dsv3_1744757465_UPLOAD.zip,0.1568627450980392
SAB Self-Debug GPT-5-Medium__gpt-5-2025-08-07__scienceagentbench_sab_selfdebug_gpt5medium_1755353093,SAB Self-Debug GPT-5-Medium,gpt-5-2025-08-07,scienceagentbench,102,31,18.2572825,2025-08-16,scienceagentbench_sab_selfdebug_gpt5medium_1755353093,scienceagentbench_sab_selfdebug_gpt5medium_1755353093_UPLOAD.zip,0.30392156862745096
SAB Self-Debug gemini-2-0-flash__gemini/gemini-2.0-flash__scienceagentbench_sab_selfdebug_gemini20flash_1744901453,SAB Self-Debug gemini-2-0-flash,gemini/gemini-2.0-flash,scienceagentbench,102,13,0.1932662,2025-04-17,scienceagentbench_sab_selfdebug_gemini20flash_1744901453,scienceagentbench_sab_selfdebug_gemini20flash_1744901453_UPLOAD.zip,0.12745098039215685
SAB Self-Debug gemini-2-5-pro__gemini/gemini-2.5-pro-preview-03-25__scienceagentbench_sab_selfdebug_gemini25pro_1744919608,SAB Self-Debug gemini-2-5-pro,gemini/gemini-2.5-pro-preview-03-25,scienceagentbench,102,19,11.198726250000002,2025-04-18,scienceagentbench_sab_selfdebug_gemini25pro_1744919608,scienceagentbench_sab_selfdebug_gemini25pro_1744919608_UPLOAD.zip,0.18627450980392157
SAB Self-Debug o3 medium__o3-2025-04-16__scienceagentbench_sab_selfdebug_o3_medium_1745186112,SAB Self-Debug o3 medium,o3-2025-04-16,scienceagentbench,102,34,58.440180000000005,2025-04-21,scienceagentbench_sab_selfdebug_o3_medium_1745186112,scienceagentbench_sab_selfdebug_o3_medium_1745186112_UPLOAD.zip,0.3333333333333333
SAB Self-Debug o4-mini high__o4-mini-2025-04-16__scienceagentbench_sab_selfdebug_o4mini_high_1745253602,SAB Self-Debug o4-mini high,o4-mini-2025-04-16,scienceagentbench,102,28,11.1781934,2025-04-21,scienceagentbench_sab_selfdebug_o4mini_high_1745253602,scienceagentbench_sab_selfdebug_o4mini_high_1745253602_UPLOAD.zip,0.27450980392156865
SAB Self-Debug o4-mini low__o4-mini-2025-04-16__scienceagentbench_sab_selfdebug_o4mini_low_1745199029,SAB Self-Debug o4-mini low,o4-mini-2025-04-16,scienceagentbench,102,28,3.9544384,2025-04-21,scienceagentbench_sab_selfdebug_o4mini_low_1745199029,scienceagentbench_sab_selfdebug_o4mini_low_1745199029_UPLOAD.zip,0.27450980392156865
